mV'
0.99428
0.99316
0.99132
0.99161
0.99176
0.9923
0.99468
0.99612
0.99616
0.99616
0.99684
0.99562
0.99488
0.99549
0.99533
0.99452
0.99452
0.99491
0.99338
0.99356
0.99527
0.99459
0.99549
0.99668
0.99809
0.99697
0.99787
0.99805
0.99794
0.99832
0.9965
0.99731
0.99679
0.99809
0.99984
0.99886
1.00011
1
0.99962
0.99973
0.9993
0.99955
0.99886
0.99886
0.99955
1.00029
1.00088
0.99912
0.99921
0.99796
0.99634
0.99805
0.99877
0.99746
0.99874
0.99881
0.9998
0.99975
0.99939
0.99892
0.99758
0.998
0.99829
0.99928
0.99962
0.99912
0.99946
0.99874
0.99827
0.99794
0.99796
0.99668
0.99771
0.99868
0.99829
0.99643
0.99688
0.99836
1.00002
0.99854
1.00002
0.99975
0.99935
0.99868
0.99841
0.99872
0.99711
0.99886
1.00007
1.00007
1.00173
1.00034
1.00047
0.99865
0.99728
0.99778
0.99728
0.99688
0.99877
0.99865
1.00137
1.00083
1.00092
1.00013
0.99969
1.0018
1.00191
1.00231
1.00063
1.00159
1.00045
0.99928
0.9985
0.99838
0.99978
1.00025
1.00027
1.00083
1.00101
1.00272
1.0044
1.00469
1.00272
1.00332
1.00218
1.00433
1.00487
1.00568
1.00424
1.00512
1.00491
1.00693
1.00743
1.00754
1.00996
1.00889
1.00853
1.00877
1.00745
1.00626
1.00619
1.00424
1.00375
1.00411
1.00458
1.00662
1.00756
1.0088
1.01048
1.01122
1.00949
1.00824
1.00698
1.00687
1.00734
1.00725
1.00747
1.00877
1.00727
1.00828
1.01008
1.00922
1.00828
1.00801
1.00837
1.00857
1.00779
1.00675
1.00682
1.00743
1.00637
1.00752
1.00873
1.00741
1.00711
1.00644
1.00433
1.00413
1.0055
1.0055
1.00451
1.0037
1.00622
1.00895
1.00936
1.01061
1.01043
1.00992
1.00797
1.00886
1.01039
1.01214
1.00978
1.009
1.00756
1.00666
1.00671
1.00572
1.00666
1.00799
1.00936
1.00949
1.0096
1.00909
1.00837
1.00765
1.00871
1.01122
1.00963
1.00967
1.01178
1.0134
1.01362
1.01281
1.01268
1.01079
1.00985
1.01032
1.00949
1.00891
1.01041
1.00936
1.01086
1.01295
1.01506
1.0147
1.01362
1.01326
1.01218
1.01232
1.01304
1.00981
1.00954
1.01003
1.00819
1.00745
1.00646
1.00644
1.00761
1.00931
1.01017
1.01106
1.00933
1.00868
1.0099
1.00877
1.00693
1.00586
1.0061
1.00736
1.00808
1.00774
1.00577
1.00424
1.0035
1.00352
1.00289
1.00164
1.00171
1.00245
1.00272
1.00556
1.00844
1.00913
1.00873
1.00918
1.00931
1.00837
1.00568
1.00675
1.00631
1.00586
1.00532
1.00622
1.00949
1.00781
1.00904
1.00875
1.00967
1.00942
1.01075
1.01043
1.01057
1.01052
1.00907
1.00772
1.00583
1.00487
1.00586
1.00684
1.00889
1.00895
1.01017
1.00882
1.00846
1.0072
1.00859
1.01012
1.01277
1.01429
1.01546
1.01402
1.01259
1.01266
1.01201
1.01263
1.01326
1.01326
1.01232
1.01126
1.01106
1.01021
1.01158
1.01279
1.01214
1.01259
1.01196
1.01097
1.00963
1.00781
1.01039
1.01077
1.01023
1.01003
1.01052
1.0107
1.01041
1.01227
1.01268
1.01115
1.01057
1.00837
1.0068
1.00631
1.00666
1.00711
1.00763
1.00781
1.0064
1.00698
1.00711
1.0079
1.0096
1.01041
1.01075
1.01299
1.01304
1.01097
1.01104
1.00891
1.00996
1.00942
1.01021
1.01113
1.01133
1.0123
1.01106
1.01012
1.01189
1.01281
1.0116
1.01043
1.00972
1.0107
1.0125
1.01272
1.01236
1.01445
1.0138
1.01411
1.01488
1.01488
1.01331
1.01293
1.0107
1.00951
1.01106
1.01113
1.01075
1.01068
1.00936
1.00913
1.00886
1.00747
1.00868
1.01017
1.01142
1.01218
1.01025
1.01196
1.01337
1.01506
1.01591
1.01555
1.01409
1.01564
1.01717
1.01685
1.01546
1.01411
1.01376
1.01667
1.01672
1.01438
1.0147
1.01367
1.01104
1.01169
1.01266
1.01344
1.0107
1.01402
1.01562
1.01654
1.01636
1.01699
1.01618
1.0147
1.0147
1.01663
1.01708
1.01735
1.01831
1.01804
1.01896
1.01696
1.01699
1.01569
1.01786
1.01914
1.0177
1.01849
1.01678
1.01887
1.0186
1.01804
1.01757
1.01824
1.01883
1.02098
1.02091
1.02031
1.01887
1.01824
1.01977
1.01867
1.01667
1.01645
1.01577
1.01726
1.01645
1.0147
1.01611
1.01609
1.01779
1.01721
1.01824
1.01802
1.01726
1.01436
1.0142
1.01452
1.01546
1.01429
1.0147
1.01438
1.01284
1.01465
1.01501
1.01427
1.01465
1.01445
1.0134
1.01373
1.01176
1.01068
1.0105
1.01218
1.01362
1.01393
1.01367
1.01416
1.01313
1.0107
1.00873
1.0072
1.00666
1.00657
1.00711
1.00711
1.00729
1.00859
1.0096
1.00969
1.01012
1.01017
1.00999
1.01183
1.01014
1.01064
1.01147
1.01003
1.00907
1.0099
1.01106
1.01106
1.01124
1.01236
1.01178
1.00933
1.00675
1.00619
1.00532
1.00487
1.00527
1.00415
1.00556
1.00801
1.00931
1.01025
1.01086
1.00967
1.01196
1.01075
1.01097
1.0107
1.01061
1.01124
1.01151
1.01014
1.01308
1.01308
1.01483
1.01411
1.01337
1.0129
1.0134
1.01313
1.01326
1.01344
1.01355
1.01223
1.01147
1.01232
1.01178
1.01039
1.01046
1.01008
1.00864
1.00972
1.00947
1.01025
1.00855
1.01023
1.01263
1.01454
1.01438
1.01317
1.01223
1.01086
1.01158
1.00963
1.00853
1.00936
1.01088
1.01017
1.00972
1.0107
1.01086
1.01232
1.0107
1.01095
1.01061
1.00967
1.01144
1.01165
1.01142
1.01149
1.01057
1.01259
1.01254
1.01169
1.01236
1.01023
1.00981
1.00927
1.00936
1.01032
1.01088
1.01178
1.01364
1.01434
1.01416
1.01434
1.01376
1.01241
1.0116
1.01021
1.01037
1.01093
1.00999
1.00954
1.01034
1.00936
1.01106
1.00918
1.00866
1.00788
1.00783
1.0072
1.00756
1.01039
1.00936
1.00841
1.01061
1.00927
1.00828
1.00895
1.01043
1.00907
1.01061
1.00954
1.00976
1.00945
1.00918
1.00945
1.00996
1.01133
1.01261
1.01205
1.01201
1.01122
1.01012
1.00909
1.0103
1.01088
1.01183
1.01142
1.01077
1.00882
1.00783
1.00841
1.00945
1.00882
1.00931
1.00927
1.00967
1.00942
1.01021
1.0118
1.01106
1.0118
1.01165
1.01209
1.01337
1.01373
1.01263
1.00918
1.00859
1.00702
1.0048
1.0046
1.00442
1.00548
1.00696
1.00967
1.01174
1.01194
1.01167
1.0138
1.01236
1.01393
1.01232
1.01111
1.0105
1.01144
1.01079
1.01052
1.01111
1.01129
1.0114
1.01057
1.01028
1.01196
1.01232
1.01097
1.01104
1.01169
1.01165
1.00933
1.0094
1.00882
1.00855
1.00738
1.00678
1.00833
1.00743
1.00709
1.00904
1.00978
1.00877
1.00662
1.00738
1.0072
1.00622
1.00532
1.00505
1.00395
1.00289
1.00191
1.00168
1.0018
1.00153
1.00227
1.00458
1.00725
1.00666
1.00644
1.0064
1.00608
1.00626
1.00657
1.00675
1.00718
1.00467
1.00361
1.00496
1.00478
1.0053
1.00646
1.00622
1.00608
1.00673
1.00738
1.00657
1.0107
1.01088
1.01201
1.01452
1.01656
1.01761
1.01732
1.01726
1.01492
1.01465
1.01429
1.0129
1.01158
1.01201
1.0116
1.01313
1.01346
1.01362
1.0147
1.01638
1.01739
1.01735
1.01616
1.01631
1.01456
1.01362
1.01205
1.01017
1.01025
1.01041
1.0129
1.01232
1.01209
1.0107
1.01122
1.01068
1.01248
1.01409
1.01411
1.01447
1.01537
1.01474
1.0151
1.01337
1.01492
1.01364
1.01367
1.01407
1.01447
1.01402
1.01443
1.01349
1.01465
1.01528
1.01429
1.01463
1.01542
1.0156
1.01499
1.01409
1.01106
1.01059
1.01057
1.00927
1.00819
1.00687
1.00693
1.00815
1.00797
1.00788
1.0096
1.01221
1.0107
1.01124
1.01165
1.01115
1.00954
1.0107
1.01057
1.00996
1.01205
1.0123
1.01196
1.00978
1.00729
1.00745
1.00747
1.00718
1.0072
1.0072
1.00725
1.00844
1.0094
1.01115
1.01126
1.01232
1.01113
1.01095
1.01003
1.01052
1.01057
1.0081
1.00684
1.00675
1.00635
1.00691
1.00774
1.00747
1.00631
1.00666
1.0064
1.00586
1.00527
1.00702
1.00648
1.0042
1.00334
1.0042
1.0042
1.00532
1.00451
1.00541
1.00494
1.00664
1.00725
1.00907
1.01019
1.00783
1.00729
1.00868
1.00622
1.00442
1.00231
1.00067
1.00159
1.00213
1.00224
1.00408
1.00442
1.00653
