mV','seconds'
7.1017,0.7435
6.9433,0.74375
6.945,0.744
6.9817,0.74425
6.9833,0.7445
7.0067,0.74475
7.0067,0.745
7.0217,0.74525
7.0217,0.7455
7.0283,0.74575
7.0283,0.746
7.03,0.74625
7.0283,0.7465
7.035,0.74675
7.0367,0.747
7.0633,0.74725
7.065,0.7475
7.085,0.74775
7.0783,0.748
7.0083,0.74825
7.01,0.7485
7.1667,0.74875
7.0017,0.749
7.1867,0.74925
7.1967,0.7495
6.8733,0.74975
6.8867,0.75
6.8233,0.75025
7.1,0.7505
6.855,0.75075
6.9317,0.751
6.9333,0.75125
6.9633,0.7515
6.9633,0.75175
6.9733,0.752
6.9733,0.75225
6.975,0.7525
6.975,0.75275
6.97,0.753
6.97,0.75325
6.9767,0.7535
6.975,0.75375
6.9867,0.754
6.9883,0.75425
6.9983,0.7545
7,0.75475
7.0133,0.755
7.0133,0.75525
7.0267,0.7555
7.0283,0.75575
7.0367,0.756
7.0383,0.75625
7.0283,0.7565
7.0283,0.75675
7.01,0.757
7.0083,0.75725
7.0017,0.7575
7.0017,0.75775
7.005,0.758
7.0033,0.75825
7.0083,0.7585
7.0083,0.75875
7.0033,0.759
7.0033,0.75925
6.9967,0.7595
6.9983,0.75975
6.9883,0.76
6.9867,0.76025
6.9933,0.7605
6.9917,0.76075
6.9667,0.761
6.965,0.76125
6.9117,0.7615
6.92,0.76175
7.0067,0.762
7.0117,0.76225
7.0717,0.7625
7.075,0.76275
7.0683,0.763
7.0683,0.76325
7.045,0.7635
7.045,0.76375
7.0317,0.764
7.0317,0.76425
7.0283,0.7645
7.0317,0.76475
7.0333,0.765
7.0333,0.76525
7.0417,0.7655
7.04,0.76575
7.0433,0.766
7.0417,0.76625
7.0433,0.7665
7.0417,0.76675
7.04,0.767
7.04,0.76725
7.0317,0.7675
7.0317,0.76775
7.0183,0.768
7.0167,0.76825
7.01,0.7685
7.01,0.76875
7.0033,0.769
7.0033,0.76925
7.0067,0.7695
7.005,0.76975
7.0083,0.77
7.0067,0.77025
7.0017,0.7705
7.0017,0.77075
6.9983,0.771
7,0.77125
6.99,0.7715
6.9917,0.77175
6.985,0.772
6.9867,0.77225
6.985,0.7725
6.985,0.77275
6.98,0.773
6.98,0.77325
6.9783,0.7735
6.98,0.77375
6.99,0.774
6.99,0.77425
7.0067,0.7745
7.0067,0.77475
7.02,0.775
7.02,0.77525
7.035,0.7755
7.035,0.77575
7.04,0.776
7.0383,0.77625
7.035,0.7765
7.0367,0.77675
7.0267,0.777
7.025,0.77725
7.0167,0.7775
7.0133,0.77775
7.025,0.778
7.0267,0.77825
7.0417,0.7785
7.0417,0.77875
7.0517,0.779
7.0517,0.77925
7.0567,0.7795
7.0567,0.77975
7.05,0.78
7.05,0.78025
7.0367,0.7805
7.035,0.78075
7.0167,0.781
7.015,0.78125
6.99,0.7815
6.9883,0.78175
6.95,0.782
6.9483,0.78225
6.88,0.7825
6.8767,0.78275
6.835,0.783
6.8333,0.78325
6.9267,0.7835
6.9333,0.78375
7.0483,0.784
7.0517,0.78425
7.105,0.7845
7.105,0.78475
7.0717,0.785
7.0683,0.78525
7.0267,0.7855
7.025,0.78575
6.995,0.786
6.9933,0.78625
6.975,0.7865
6.9733,0.78675
6.9617,0.787
6.96,0.78725
6.965,0.7875
6.965,0.78775
6.9617,0.788
6.9617,0.78825
6.975,0.7885
6.9767,0.78875
6.99,0.789
6.9917,0.78925
7,0.7895
6.9983,0.78975
7.005,0.79
7.005,0.79025
7.0083,0.7905
7.01,0.79075
7.0167,0.791
7.0167,0.79125
7.0333,0.7915
7.035,0.79175
7.06,0.792
7.0617,0.79225
7.1083,0.7925
7.11,0.79275
7.18,0.793
7.1817,0.79325
7.215,0.7935
7.1833,0.79375
6.9083,0.794
6.895,0.79425
6.9383,0.7945
6.9433,0.79475
6.99,0.795
6.995,0.79525
7.0667,0.7955
7.0733,0.79575
7.065,0.796
7.0633,0.79625
7.02,0.7965
7.0183,0.79675
6.9783,0.797
6.9767,0.79725
6.9483,0.7975
6.9483,0.79775
6.93,0.798
6.9283,0.79825
6.9117,0.7985
6.9117,0.79875
6.9017,0.799
6.9017,0.79925
6.8917,0.7995
6.8917,0.79975
6.8883,0.8
6.8917,0.80025
6.9033,0.8005
6.9033,0.80075
6.915,0.801
6.915,0.80125
6.9267,0.8015
6.9267,0.80175
6.9333,0.802
6.9333,0.80225
6.9383,0.8025
6.9383,0.80275
6.9417,0.803
6.9417,0.80325
6.9367,0.8035
6.9367,0.80375
6.94,0.804
6.94,0.80425
6.9433,0.8045
6.9433,0.80475
6.955,0.805
6.9533,0.80525
6.96,0.8055
6.96,0.80575
6.97,0.806
6.97,0.80625
6.985,0.8065
6.985,0.80675
7,0.807
7.0017,0.80725
7.015,0.8075
7.015,0.80775
7.02,0.808
7.0183,0.80825
7.0217,0.8085
7.02,0.80875
7.015,0.809
7.015,0.80925
7.0083,0.8095
7.0083,0.80975
7.005,0.81
7.0033,0.81025
7.0083,0.8105
7.0083,0.81075
7.02,0.811
7.0217,0.81125
7.0367,0.8115
7.0367,0.81175
7.0433,0.812
7.0417,0.81225
7.035,0.8125
7.0333,0.81275
7.0083,0.813
7.0067,0.81325
6.975,0.8135
6.9733,0.81375
6.955,0.814
6.9533,0.81425
6.96,0.8145
6.9617,0.81475
6.9767,0.815
6.9783,0.81525
6.99,0.8155
6.99,0.81575
6.9967,0.816
6.9967,0.81625
7,0.8165
6.9983,0.81675
7.0017,0.817
7.0017,0.81725
6.9967,0.8175
6.9983,0.81775
6.9917,0.818
6.9917,0.81825
6.99,0.8185
6.9883,0.81875
6.9833,0.819
6.9833,0.81925
6.985,0.8195
6.985,0.81975
6.99,0.82
6.9883,0.82025
6.995,0.8205
6.9933,0.82075
6.9967,0.821
6.9967,0.82125
6.9933,0.8215
6.9917,0.82175
6.9817,0.822
6.9817,0.82225
6.9733,0.8225
6.9717,0.82275
6.975,0.823
6.9733,0.82325
6.9767,0.8235
6.9767,0.82375
6.9817,0.824
6.9833,0.82425
6.99,0.8245
6.9933,0.82475
6.9883,0.825
6.9867,0.82525
6.9517,0.8255
6.95,0.82575
6.9083,0.826
6.8983,0.82625
6.9267,0.8265
6.93,0.82675
7.005,0.827
7.0067,0.82725
7.0183,0.8275
7.0117,0.82775
6.9967,0.828
6.9983,0.82825
7.0033,0.8285
7.0067,0.82875
7,0.829
6.9983,0.82925
6.995,0.8295
6.995,0.82975
6.9833,0.83
6.985,0.83025
6.9917,0.8305
6.9917,0.83075
7.0033,0.831
7.0033,0.83125
7.0167,0.8315
7.0167,0.83175
7.0267,0.832
7.0267,0.83225
7.025,0.8325
7.0267,0.83275
7.03,0.833
7.0317,0.83325
7.0217,0.8335
7.0217,0.83375
7.015,0.834
7.015,0.83425
7.0233,0.8345
7.025,0.83475
7.035,0.835
7.0367,0.83525
7.065,0.8355
7.0667,0.83575
7.1,0.836
7.1017,0.83625
7.0567,0.8365
7.055,0.83675
7.18,0.837
6.985,0.83725
7.1533,0.8375
7.1617,0.83775
6.8517,0.838
6.9083,0.83825
6.8733,0.8385
6.905,0.83875
6.7983,0.839
6.825,0.83925
6.9,0.8395
6.9017,0.83975
6.945,0.84
6.9467,0.84025
6.9667,0.8405
6.9667,0.84075
6.9717,0.841
6.9717,0.84125
6.9767,0.8415
6.975,0.84175
6.9783,0.842
6.9783,0.84225
6.9767,0.8425
6.9767,0.84275
6.99,0.843
6.99,0.84325
6.9983,0.8435
6.9983,0.84375
7,0.844
7,0.84425
6.9917,0.8445
6.9917,0.84475
6.9817,0.845
6.9817,0.84525
6.9767,0.8455
6.9767,0.84575
6.975,0.846
6.9767,0.84625
6.9833,0.8465
6.985,0.84675
6.995,0.847
6.995,0.84725
7.0017,0.8475
7.0033,0.84775
7.0083,0.848
7.005,0.84825
7.0083,0.8485
7.0067,0.84875
7.01,0.849
7.01,0.84925
7.0083,0.8495
7.0083,0.84975
7.0033,0.85
7.0033,0.85025
7.0017,0.8505
7.0017,0.85075
7.01,0.851
7.0117,0.85125
7.015,0.8515
7.015,0.85175
7.0133,0.852
7.0133,0.85225
7.005,0.8525
7.0033,0.85275
6.9967,0.853
6.9967,0.85325
6.9933,0.8535
6.995,0.85375
6.9917,0.854
6.9933,0.85425
6.9967,0.8545
6.9967,0.85475
7.0033,0.855
7.0017,0.85525
7.01,0.8555
7.01,0.85575
7.025,0.856
7.025,0.85625
7.0317,0.8565
7.03,0.85675
7.0233,0.857
7.0233,0.85725
7.02,0.8575
7.0217,0.85775
7.025,0.858
7.0233,0.85825
7.025,0.8585
7.0233,0.85875
7.02,0.859
7.02,0.85925
7.0117,0.8595
7.0133,0.85975
7.0083,0.86
7.0083,0.86025
7.005,0.8605
7.005,0.86075
7.0083,0.861
7.0083,0.86125
7.0017,0.8615
7,0.86175
6.96,0.862
6.9567,0.86225
6.8767,0.8625
6.8733,0.86275
6.8683,0.863
6.875,0.86325
6.9667,0.8635
6.97,0.86375
7.025,0.864
7.0267,0.86425
7.0417,0.8645
7.0383,0.86475
7.0083,0.865
7.0067,0.86525
6.935,0.8655
6.9283,0.86575
6.985,0.866
6.9883,0.86625
7.0717,0.8665
7.075,0.86675
7.095,0.867
7.0917,0.86725
7.0583,0.8675
7.0567,0.86775
7.0333,0.868
7.0333,0.86825
7.03,0.8685
7.0283,0.86875
7.0333,0.869
7.035,0.86925
7.0417,0.8695
7.0417,0.86975
7.0383,0.87
7.04,0.87025
7.035,0.8705
7.035,0.87075
7.0333,0.871
7.0333,0.87125
7.0283,0.8715
7.0283,0.87175
7.0183,0.872
7.0183,0.87225
7.01,0.8725
7.0083,0.87275
7.005,0.873
7.0067,0.87325
7.01,0.8735
7.0083,0.87375
7.0133,0.874
7.0133,0.87425
7.0117,0.8745
7.0133,0.87475
7.015,0.875
7.015,0.87525
7.0133,0.8755
7.015,0.87575
7.0183,0.876
7.0167,0.87625
7.0183,0.8765
7.0183,0.87675
7.015,0.877
7.015,0.87725
7.0183,0.8775
7.0167,0.87775
7.02,0.878
7.02,0.87825
7.0167,0.8785
7.0167,0.87875
7.02,0.879
7.0183,0.87925
7.0167,0.8795
7.0183,0.87975
7.0167,0.88
7.0183,0.88025
7.0133,0.8805
7.0133,0.88075
7.01,0.881
7.01,0.88125
7.0067,0.8815
7.0083,0.88175
7.0067,0.882
7.0067,0.88225
7.005,0.8825
7.005,0.88275
7.0083,0.883
7.0083,0.88325
7.0067,0.8835
7.0067,0.88375
7.005,0.884
7.005,0.88425
7.01,0.8845
7.01,0.88475
7.0083,0.885
7.0083,0.88525
7.0067,0.8855
7.0083,0.88575
7.005,0.886
7.005,0.88625
7.01,0.8865
7.01,0.88675
7.0133,0.887
7.015,0.88725
7.0133,0.8875
7.015,0.88775
7.0167,0.888
7.015,0.88825
7.0083,0.8885
7.0083,0.88875
7.0017,0.889
7,0.88925
6.9933,0.8895
6.9917,0.88975
6.9867,0.89
6.99,0.89025
6.9867,0.8905
6.9867,0.89075
6.985,0.891
6.9867,0.89125
6.985,0.8915
6.9867,0.89175
6.985,0.892
6.9883,0.89225
6.985,0.8925
6.9867,0.89275
6.9833,0.893
6.9833,0.89325
6.9867,0.8935
6.985,0.89375
6.9933,0.894
6.9933,0.89425
6.9983,0.8945
6.9983,0.89475
7.0117,0.895
7.0117,0.89525
7.0183,0.8955
7.0167,0.89575
7.02,0.896
7.02,0.89625
7.0233,0.8965
7.0217,0.89675
7.0167,0.897
7.0183,0.89725
7.0117,0.8975
7.0117,0.89775
7.02,0.898
7.02,0.89825
7.0283,0.8985
7.0267,0.89875
7.04,0.899
7.0383,0.89925
7.0417,0.8995
7.04,0.89975
7.035,0.9
7.035,0.90025
7.025,0.9005
7.025,0.90075
7.0233,0.901
7.0233,0.90125
7.035,0.9015
7.035,0.90175
7.0417,0.902
7.0417,0.90225
7.045,0.9025
7.0433,0.90275
7.0517,0.903
7.0517,0.90325
7.06,0.9035
7.0617,0.90375
7.08,0.904
7.08,0.90425
7.105,0.9045
7.1067,0.90475
7.14,0.905
7.1417,0.90525
7.195,0.9055
7.1983,0.90575
7.2567,0.906
7.2567,0.90625
7.0267,0.9065
7.0133,0.90675
6.925,0.907
6.9667,0.90725
6.9433,0.9075
6.965,0.90775
7.06,0.908
7.0633,0.90825
7.0817,0.9085
7.0767,0.90875
7.0283,0.909
7.0267,0.90925
6.9717,0.9095
6.9683,0.90975
6.9267,0.91
6.925,0.91025
6.8967,0.9105
6.895,0.91075
6.8867,0.911
6.8867,0.91125
6.8967,0.9115
6.8983,0.91175
6.9117,0.912
6.9117,0.91225
6.8933,0.9125
6.8917,0.91275
6.8667,0.913
6.865,0.91325
6.91,0.9135
6.9133,0.91375
6.9867,0.914
6.9883,0.91425
7.0017,0.9145
6.9983,0.91475
7.0017,0.915
7.0033,0.91525
7.0233,0.9155
7.0267,0.91575
7.0217,0.916
7.0217,0.91625
7.015,0.9165
7.0133,0.91675
7.0067,0.917
7.0067,0.91725
7.005,0.9175
7.0067,0.91775
7.0083,0.918
7.0083,0.91825
7.01,0.9185
7.01,0.91875
7.0117,0.919
7.0117,0.91925
7.0133,0.9195
7.0133,0.91975
7.0183,0.92
7.0167,0.92025
7.025,0.9205
7.0233,0.92075
7.0267,0.921
7.0267,0.92125
7.0283,0.9215
7.0283,0.92175
7.025,0.922
7.0267,0.92225
7.0233,0.9225
7.025,0.92275
7.015,0.923
7.015,0.92325
7.0017,0.9235
7.0017,0.92375
6.995,0.924
6.9967,0.92425
7,0.9245
7.0017,0.92475
7.0083,0.925
7.0083,0.92525
7.0117,0.9255
7.01,0.92575
7,0.926
7,0.92625
6.9933,0.9265
6.9917,0.92675
6.9883,0.927
6.99,0.92725
6.9933,0.9275
6.9917,0.92775
6.995,0.928
6.995,0.92825
6.9933,0.9285
6.9967,0.92875
7.005,0.929
7.0067,0.92925
7.0183,0.9295
7.02,0.92975
7.0367,0.93
7.0383,0.93025
7.0633,0.9305
7.065,0.93075
7.1067,0.931
7.11,0.93125
7.145,0.9315
7.1517,0.93175
7.1,0.932
7.1133,0.93225
7.3233,0.9325
7.1683,0.93275
7.0333,0.933
7.0417,0.93325
6.8067,0.9335
6.7833,0.93375
6.8467,0.934
6.8517,0.93425
6.9267,0.9345
6.9283,0.93475
6.9483,0.935
6.9483,0.93525
6.9567,0.9355
6.9567,0.93575
6.965,0.936
6.9617,0.93625
6.9683,0.9365
6.9683,0.93675
6.965,0.937
6.9667,0.93725
6.9633,0.9375
6.965,0.93775
6.9717,0.938
6.9717,0.93825
6.9817,0.9385
6.9833,0.93875
6.9967,0.939
6.9967,0.93925
7.0067,0.9395
7.0083,0.93975
7.0117,0.94
7.01,0.94025
7.0033,0.9405
7.0033,0.94075
7,0.941
7.0033,0.94125
7.01,0.9415
7.01,0.94175
7.0167,0.942
7.0167,0.94225
7.0117,0.9425
7.0117,0.94275
7.0083,0.943
7.0083,0.94325
7.0033,0.9435
7.0033,0.94375
6.9983,0.944
6.9983,0.94425
6.99,0.9445
6.9883,0.94475
6.985,0.945
6.985,0.94525
6.9867,0.9455
6.9867,0.94575
6.9883,0.946
6.9867,0.94625
6.9817,0.9465
6.9817,0.94675
6.9833,0.947
6.9833,0.94725
6.9883,0.9475
6.9883,0.94775
6.9917,0.948
6.99,0.94825
6.9917,0.9485
6.99,0.94875
6.9917,0.949
6.9917,0.94925
6.9967,0.9495
6.9967,0.94975
7.0017,0.95
7,0.95025
7.005,0.9505
7.005,0.95075
7,0.951
6.9983,0.95125
6.9467,0.9515
6.945,0.95175
6.8667,0.952
6.8617,0.95225
6.895,0.9525
6.9,0.95275
7.0017,0.953
7.005,0.95325
7.075,0.9535
7.0833,0.95375
7.0717,0.954
7.07,0.95425
7.0417,0.9545
7.0417,0.95475
7.025,0.955
7.025,0.95525
7.0183,0.9555
7.0183,0.95575
7.01,0.956
7.0083,0.95625
6.9983,0.9565
6.9983,0.95675
6.9883,0.957
6.9883,0.95725
6.995,0.9575
6.995,0.95775
7.0183,0.958
7.02,0.95825
7.0367,0.9585
7.0367,0.95875
7.03,0.959
7.0283,0.95925
7.0167,0.9595
7.0167,0.95975
6.9917,0.96
6.9883,0.96025
6.9583,0.9605
6.9567,0.96075
6.9383,0.961
6.9367,0.96125
6.9433,0.9615
6.945,0.96175
6.955,0.962
6.955,0.96225
6.965,0.9625
6.965,0.96275
6.9667,0.963
6.965,0.96325
6.9667,0.9635
6.9667,0.96375
6.9683,0.964
6.9667,0.96425
6.96,0.9645
6.9617,0.96475
6.9567,0.965
6.955,0.96525
6.9617,0.9655
6.9633,0.96575
6.9483,0.966
6.945,0.96625
6.8867,0.9665
6.8917,0.96675
6.9467,0.967
6.9517,0.96725
7.0267,0.9675
7.0283,0.96775
7.0433,0.968
7.0417,0.96825
7.035,0.9685
7.0333,0.96875
7.025,0.969
7.025,0.96925
7.0217,0.9695
7.0233,0.96975
7.0167,0.97
7.0183,0.97025
7.0117,0.9705
7.0117,0.97075
7.005,0.971
7.0033,0.97125
7,0.9715
7,0.97175
6.9917,0.972
6.9917,0.97225
6.9867,0.9725
6.985,0.97275
6.98,0.973
6.9817,0.97325
6.975,0.9735
6.975,0.97375
6.9733,0.974
6.975,0.97425
6.9717,0.9745
6.9717,0.97475
6.965,0.975
6.965,0.97525
6.9617,0.9755
6.9633,0.97575
6.9617,0.976
6.9617,0.97625
6.9633,0.9765
6.9633,0.97675
6.9717,0.977
6.9717,0.97725
6.9817,0.9775
6.9817,0.97775
6.9933,0.978
6.9933,0.97825
7,0.9785
6.9983,0.97875
6.9933,0.979
6.9933,0.97925
6.995,0.9795
6.9933,0.97975
6.9883,0.98
6.99,0.98025
6.9883,0.9805
6.99,0.98075
6.985,0.981
6.985,0.98125
6.9767,0.9815
6.9767,0.98175
6.9667,0.982
6.9667,0.98225
6.9633,0.9825
6.9633,0.98275
6.9617,0.983
6.9633,0.98325
6.97,0.9835
6.9683,0.98375
6.975,0.984
6.975,0.98425
6.9783,0.9845
6.9767,0.98475
6.9833,0.985
6.9817,0.98525
6.985,0.9855
6.9833,0.98575
6.9883,0.986
6.9883,0.98625
6.995,0.9865
6.995,0.98675
6.9983,0.987
6.9983,0.98725
6.9817,0.9875
6.98,0.98775
6.9433,0.988
6.9333,0.98825
6.9617,0.9885
6.965,0.98875
7.0517,0.989
7.055,0.98925
7.0667,0.9895
7.0617,0.98975
7.0433,0.99
7.0433,0.99025
7.0283,0.9905
7.0283,0.99075
7.0067,0.991
7.0067,0.99125
6.9983,0.9915
6.9967,0.99175
6.9883,0.992
6.985,0.99225
6.99,0.9925
6.99,0.99275
7,0.993
7,0.99325
7.01,0.9935
7.01,0.99375
7.0283,0.994
7.03,0.99425
7.05,0.9945
7.05,0.99475
7.0867,0.995
7.0883,0.99525
7.1533,0.9955
7.1567,0.99575
7.2167,0.996
7.215,0.99625
6.9567,0.9965
6.95,0.99675
6.9,0.997
6.9117,0.99725
6.96,0.9975
6.9667,0.99775
7.07,0.998
7.0733,0.99825
7.095,0.9985
7.09,0.99875
7.045,0.999
7.0417,0.99925
6.9833,0.9995
6.9817,0.99975
6.9383,1
6.9367,1.00025
6.9217,1.0005
7.1,1.00075
6.92,1.001
6.9133,1.00125
6.915,1.0015
6.9183,1.00175
6.9183,1.002
6.9133,1.00225
6.9117,1.0025
6.9083,1.00275
6.91,1.003
6.9117,1.00325
6.9117,1.0035
6.9283,1.00375
6.93,1.004
6.9517,1.00425
6.9517,1.0045
6.9633,1.00475
6.9633,1.005
6.96,1.00525
6.96,1.0055
6.9617,1.00575
6.9617,1.006
6.9683,1.00625
6.97,1.0065
6.9783,1.00675
6.9783,1.007
6.9867,1.00725
6.9867,1.0075
6.995,1.00775
6.9967,1.008
7.0083,1.00825
7.0083,1.0085
7.02,1.00875
7.02,1.009
7.0333,1.00925
7.0333,1.0095
7.0417,1.00975
7.04,1.01
7.0233,1.01025
7.0233,1.0105
6.9933,1.01075
6.9933,1.011
6.9767,1.01125
6.9733,1.0115
6.9783,1.01175
6.98,1.012
7,1.01225
7,1.0125
7.0167,1.01275
7.0167,1.013
7.0333,1.01325
7.035,1.0135
7.0683,1.01375
7.0683,1.014
7.095,1.01425
7.0917,1.0145
7.04,1.01475
7.16,1.015
6.995,1.01525
6.9733,1.0155
7.1717,1.01575
7.1267,1.016
6.8517,1.01625
6.865,1.0165
6.8067,1.01675
6.8567,1.017
6.9317,1.01725
6.9333,1.0175
6.9583,1.01775
6.96,1.018
6.9667,1.01825
6.9667,1.0185
6.97,1.01875
6.9683,1.019
6.9733,1.01925
6.9717,1.0195
6.9767,1.01975
6.9767,1.02
6.98,1.02025
6.9783,1.0205
6.985,1.02075
6.9833,1.021
6.9867,1.02125
6.985,1.0215
6.9883,1.02175
6.9867,1.022
6.9883,1.02225
6.9883,1.0225
6.99,1.02275
6.9917,1.023
6.9883,1.02325
6.99,1.0235
6.995,1.02375
6.9933,1.024
6.9983,1.02425
6.9967,1.0245
7.0017,1.02475
7.0017,1.025
7.01,1.02525
7.0117,1.0255
7.02,1.02575
7.02,1.026
7.025,1.02625
7.025,1.0265
7.0217,1.02675
7.0217,1.027
7.0067,1.02725
7.0067,1.0275
6.9983,1.02775
6.9967,1.028
7,1.02825
6.9983,1.0285
6.995,1.02875
6.995,1.029
6.9917,1.02925
6.9933,1.0295
6.9917,1.02975
6.9933,1.03
6.9883,1.03025
6.9883,1.0305
6.995,1.03075
6.995,1.031
7.005,1.03125
7.005,1.0315
7.01,1.03175
7.0067,1.032
6.9733,1.03225
6.97,1.0325
6.9117,1.03275
6.9083,1.033
6.9317,1.03325
6.935,1.0335
7.045,1.03375
7.0483,1.034
7.145,1.03425
7.1483,1.0345
7.2017,1.03475
7.205,1.035
7.02,1.03525
7.01,1.0355
7.0233,1.03575
7.0233,1.036
7.0433,1.03625
7.0433,1.0365
7.05,1.03675
7.05,1.037
7.045,1.03725
7.045,1.0375
7.0383,1.03775
7.0383,1.038
7.0367,1.03825
7.0367,1.0385
7.0333,1.03875
7.0333,1.039
7.0367,1.03925
7.035,1.0395
7.0333,1.03975
7.0333,1.04
7.03,1.04025
7.03,1.0405
7.0267,1.04075
7.0283,1.041
7.0217,1.04125
7.025,1.0415
7.02,1.04175
7.0217,1.042
7.015,1.04225
7.0167,1.0425
7.0117,1.04275
7.015,1.043
7.01,1.04325
7.01,1.0435
7.0067,1.04375
7.01,1.044
7.0067,1.04425
7.0067,1.0445
7.0033,1.04475
7.0033,1.045
7.0017,1.04525
7.0033,1.0455
7.0017,1.04575
7.0017,1.046
6.9983,1.04625
7.0017,1.0465
7,1.04675
7.0017,1.047
6.9983,1.04725
7,1.0475
6.99,1.04775
6.99,1.048
6.98,1.04825
6.98,1.0485
6.9767,1.04875
6.9783,1.049
6.985,1.04925
6.985,1.0495
7,1.04975
7.0017,1.05
7.0267,1.05025
7.0283,1.0505
7.0367,1.05075
7.0383,1.051
7.0417,1.05125
7.0417,1.0515
7.0383,1.05175
7.04,1.052
7.0333,1.05225
7.035,1.0525
7.0317,1.05275
7.0333,1.053
7.0283,1.05325
7.0283,1.0535
7.025,1.05375
7.0267,1.054
7.0217,1.05425
7.0217,1.0545
7.025,1.05475
7.025,1.055
7.0283,1.05525
7.0283,1.0555
7.0267,1.05575
7.0267,1.056
7.0283,1.05625
7.0283,1.0565
7.0267,1.05675
7.0267,1.057
7.0167,1.05725
7.0167,1.0575
7.0083,1.05775
7.0067,1.058
6.9933,1.05825
6.9933,1.0585
6.9817,1.05875
6.98,1.059
6.9717,1.05925
6.97,1.0595
6.9667,1.05975
6.9667,1.06
6.9633,1.06025
6.965,1.0605
6.97,1.06075
6.97,1.061
6.9733,1.06125
6.9733,1.0615
6.9767,1.06175
6.975,1.062
6.9783,1.06225
6.9767,1.0625
6.98,1.06275
6.9783,1.063
6.9817,1.06325
6.98,1.0635
6.975,1.06375
6.975,1.064
6.9667,1.06425
6.9683,1.0645
6.965,1.06475
6.9683,1.065
6.97,1.06525
6.97,1.0655
6.9767,1.06575
6.975,1.066
6.9717,1.06625
6.97,1.0665
6.9733,1.06675
6.9717,1.067
6.9767,1.06725
6.975,1.0675
6.98,1.06775
6.98,1.068
6.9833,1.06825
6.9817,1.0685
6.9833,1.06875
6.98,1.069
6.975,1.06925
6.975,1.0695
6.9717,1.06975
6.9733,1.07
6.9767,1.07025
6.975,1.0705
6.9817,1.07075
6.9817,1.071
6.9883,1.07125
6.9883,1.0715
6.99,1.07175
6.9883,1.072
6.995,1.07225
6.9917,1.0725
6.995,1.07275
6.9917,1.073
6.995,1.07325
6.9933,1.0735
6.9983,1.07375
6.9983,1.074
7.0017,1.07425
7,1.0745
6.9983,1.07475
7,1.075
6.995,1.07525
6.995,1.0755
6.9917,1.07575
6.9917,1.076
6.9867,1.07625
6.9867,1.0765
6.9883,1.07675
6.9883,1.077
6.985,1.07725
6.9867,1.0775
6.9833,1.07775
6.9833,1.078
6.9783,1.07825
6.9783,1.0785
6.9717,1.07875
6.9717,1.079
6.9683,1.07925
6.97,1.0795
6.9733,1.07975
6.9717,1.08
6.9733,1.08025
6.9733,1.0805
6.9767,1.08075
6.975,1.081
6.9717,1.08125
6.9717,1.0815
6.9667,1.08175
6.9683,1.082
6.97,1.08225
6.97,1.0825
6.965,1.08275
6.965,1.083
6.9567,1.08325
6.9567,1.0835
6.9417,1.08375
6.9417,1.084
6.9333,1.08425
6.9383,1.0845
6.9267,1.08475
6.9233,1.085
6.8633,1.08525
6.865,1.0855
6.9317,1.08575
6.935,1.086
6.9833,1.08625
6.9833,1.0865
6.9883,1.08675
6.99,1.087
7.0433,1.08725
7.045,1.0875
7.055,1.08775
7.0433,1.088
7.0117,1.08825
7.0117,1.0885
7.0033,1.08875
7.0067,1.089
6.995,1.08925
6.995,1.0895
6.9783,1.08975
6.9783,1.09
6.9567,1.09025
6.9567,1.0905
6.945,1.09075
6.945,1.091
6.935,1.09125
6.935,1.0915
6.9233,1.09175
6.9233,1.092
6.9283,1.09225
6.9283,1.0925
6.9383,1.09275
6.9383,1.093
6.9517,1.09325
6.9517,1.0935
6.9583,1.09375
6.9583,1.094
6.955,1.09425
6.9583,1.0945
6.96,1.09475
6.96,1.095
6.9583,1.09525
6.96,1.0955
6.955,1.09575
6.9567,1.096
6.9533,1.09625
6.9533,1.0965
6.945,1.09675
6.945,1.097
6.9383,1.09725
6.9367,1.0975
6.925,1.09775
6.925,1.098
6.9167,1.09825
6.9167,1.0985
6.92,1.09875
6.92,1.099
6.9267,1.09925
6.9267,1.0995
6.93,1.09975
6.93,1.1
6.94,1.10025
6.94,1.1005
6.9567,1.10075
6.9583,1.101
6.9817,1.10125
6.9817,1.1015
7.0017,1.10175
7.005,1.102
6.9983,1.10225
6.9983,1.1025
7,1.10275
7,1.103
6.9933,1.10325
6.9933,1.1035
6.9833,1.10375
6.9833,1.104
6.96,1.10425
6.96,1.1045
6.9517,1.10475
6.9517,1.105
6.96,1.10525
6.96,1.1055
6.9783,1.10575
6.9783,1.106
6.9933,1.10625
6.9933,1.1065
7.0083,1.10675
7.0083,1.107
7.035,1.10725
7.0367,1.1075
7.0633,1.10775
7.065,1.108
7.0017,1.10825
6.9717,1.1085
7.175,1.10875
7.1783,1.109
6.9983,1.10925
7.2283,1.1095
6.8433,1.10975
6.8483,1.11
6.7683,1.11025
6.7767,1.1105
6.8817,1.11075
6.885,1.111
6.9483,1.11125
6.95,1.1115
6.98,1.11175
6.9833,1.112
6.9767,1.11225
6.9767,1.1125
6.9517,1.11275
6.9517,1.113
6.93,1.11325
6.93,1.1135
6.92,1.11375
6.9267,1.114
6.9483,1.11425
6.95,1.1145
6.9683,1.11475
6.9683,1.115
6.9783,1.11525
6.9783,1.1155
6.9383,1.11575
6.935,1.116
6.8617,1.11625
6.8583,1.1165
